Year,End Latitude Decimal Degrees,End Longitude Decimal Degrees,G Stat Area,Target Species Code,Avg Depth Fathoms,Substrate Type,Species,Sex,Age,Length Millimeters,Weight Kilograms,Number of Specimens
2001,54.9245,-131.860833,315432,710,227,Mud,Thornyhead rockfish,,,500,,1
2001,54.9245,-131.860833,315432,710,227,Mud,Thornyhead rockfish,,,510,,2
2001,54.9245,-131.860833,315432,710,227,Mud,Thornyhead rockfish,,,580,,1
2001,54.9325,-131.802667,315432,710,225,Mud,Sablefish,Female,4,510,,1
2001,54.9325,-131.802667,315432,710,225,Mud,Sablefish,Female,5,540,,1
2001,54.9325,-131.802667,315432,710,225,Mud,Sablefish,Female,6,510,,1
2001,54.9325,-131.802667,315432,710,225,Mud,Sablefish,Male,48,700,,1
2001,54.9325,-131.802667,315432,710,225,Mud,Shortraker rockfish,Male,74,620,,1
2001,54.9325,-131.802667,315432,710,225,Mud,Shortraker rockfish,Male,89,700,,1
2001,54.9325,-131.802667,315432,710,225,Mud,Thornyhead rockfish,,,320,,1
2001,54.9325,-131.802667,315432,710,225,Mud,Thornyhead rockfish,,,360,,1
2001,54.9325,-131.802667,315432,710,225,Mud,Thornyhead rockfish,,,480,,2
2001,54.9325,-131.802667,315432,710,225,Mud,Thornyhead rockfish,,,530,,2
2001,54.9325,-131.802667,315432,710,225,Mud,Thornyhead rockfish,,,540,,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Sablefish,Female,5,510,1.2,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Sablefish,Female,6,550,1.7,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Sablefish,Female,6,600,2.1,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Sablefish,Female,6,710,3.4,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Sablefish,Female,10,540,1.4,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Sablefish,Female,11,650,2.6,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Sablefish,Male,2,460,0.9,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Sablefish,Male,3,520,1.2,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Sablefish,Male,5,500,1.2,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Sablefish,Male,6,500,1.1,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Sablefish,Male,6,560,1.6,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Sablefish,Male,7,560,1.6,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Sablefish,Male,14,660,2.9,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Sablefish,Male,34,670,2.7,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Thornyhead rockfish,Not observed,,320,,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Thornyhead rockfish,Not observed,,360,,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Thornyhead rockfish,Not observed,,370,,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Thornyhead rockfish,Not observed,,380,,2
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Thornyhead rockfish,Not observed,,400,,2
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Thornyhead rockfish,Not observed,,420,,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Thornyhead rockfish,Not observed,,470,,1
2001,55.016333,-131.722667,315502,710,218,Mud/Soft,Thornyhead rockfish,Not observed,,480,,1
2001,55.068667,-131.833667,315502,710,225,Soft,Sablefish,Female,6,510,1.3,1
2001,55.068667,-131.833667,315502,710,225,Soft,Sablefish,Female,6,520,1.2,1
2001,55.068667,-131.833667,315502,710,225,Soft,Sablefish,Female,6,600,2.2,1
2001,55.068667,-131.833667,315502,710,225,Soft,Sablefish,Female,8,550,1.8,1
2001,55.068667,-131.833667,315502,710,225,Soft,Sablefish,Male,3,530,1.5,1
2001,55.068667,-131.833667,315502,710,225,Soft,Sablefish,Male,6,460,1.1,1
2001,55.068667,-131.833667,315502,710,225,Soft,Sablefish,Male,7,540,1.6,1
2001,55.068667,-131.833667,315502,710,225,Soft,Sablefish,Male,,570,1.7,1
2001,55.068667,-131.833667,315502,710,225,Soft,Thornyhead rockfish,Not observed,,300,,1
2001,55.068667,-131.833667,315502,710,225,Soft,Thornyhead rockfish,Not observed,,320,,1
2001,55.068667,-131.833667,315502,710,225,Soft,Thornyhead rockfish,Not observed,,340,,2
2001,55.068667,-131.833667,315502,710,225,Soft,Thornyhead rockfish,Not observed,,370,,1
2001,55.068667,-131.833667,315502,710,225,Soft,Thornyhead rockfish,Not observed,,380,,1
2001,55.068667,-131.833667,315502,710,225,Soft,Thornyhead rockfish,Not observed,,390,,1
2001,55.068667,-131.833667,315502,710,225,Soft,Thornyhead rockfish,Not observed,,500,,1
2001,55.068667,-131.833667,315502,710,225,Soft,Thornyhead rockfish,Not observed,,540,,1
2001,55.186167,-131.900667,315502,710,230,Hard,Redbanded rockfish,Female,,410,1.1,1
2001,55.186167,-131.900667,315502,710,230,Hard,Redbanded rockfish,Female,,420,1.6,1
2001,55.186167,-131.900667,315502,710,230,Hard,Redbanded rockfish,Female,,450,1.8,1
2001,55.186167,-131.900667,315502,710,230,Hard,Redbanded rockfish,Male,,410,1.2,2
2001,55.186167,-131.900667,315502,710,230,Hard,Redbanded rockfish,Male,,430,1.5,1
2001,55.186167,-131.900667,315502,710,230,Hard,Redbanded rockfish,Male,,430,1.6,1
2001,55.186167,-131.900667,315502,710,230,Hard,Redbanded rockfish,Male,,440,1.7,1
2001,55.186167,-131.900667,315502,710,230,Hard,Redbanded rockfish,Male,,450,1.5,1
2001,55.186167,-131.900667,315502,710,230,Hard,Redbanded rockfish,Male,,450,1.8,1
2001,55.186167,-131.900667,315502,710,230,Hard,Redbanded rockfish,Male,,460,1.6,2
2001,55.186167,-131.900667,315502,710,230,Hard,Redbanded rockfish,Male,,460,1.7,1
2001,55.186167,-131.900667,315502,710,230,Hard,Redbanded rockfish,Male,,480,1.8,1
2001,55.186167,-131.900667,315502,710,230,Hard,Redbanded rockfish,Male,,480,2.1,1
2001,55.186167,-131.900667,315502,710,230,Hard,Rougheye rockfish,Female,,340,0.6,1
2001,55.186167,-131.900667,315502,710,230,Hard,Rougheye rockfish,Female,,430,1.4,1
2001,55.186167,-131.900667,315502,710,230,Hard,Rougheye rockfish,Female,,460,1.6,1
2001,55.186167,-131.900667,315502,710,230,Hard,Rougheye rockfish,Indiscernible,,370,0.9,1
2001,55.186167,-131.900667,315502,710,230,Hard,Rougheye rockfish,Indiscernible,,410,1.3,1
2001,55.186167,-131.900667,315502,710,230,Hard,Rougheye rockfish,Male,,380,0.8,1
2001,55.186167,-131.900667,315502,710,230,Hard,Rougheye rockfish,Male,,390,1,1
2001,55.186167,-131.900667,315502,710,230,Hard,Rougheye rockfish,Male,,420,1.2,1
2001,55.186167,-131.900667,315502,710,230,Hard,Rougheye rockfish,Male,,430,1.3,1
2001,55.186167,-131.900667,315502,710,230,Hard,Rougheye rockfish,Male,,450,1.5,1
2001,55.186167,-131.900667,315502,710,230,Hard,Rougheye rockfish,Male,,630,3.8,1
2001,55.186167,-131.900667,315502,710,230,Hard,Sablefish,Female,7,680,3.3,1
2001,55.186167,-131.900667,315502,710,230,Hard,Sablefish,Female,8,570,1.9,1
2001,55.186167,-131.900667,315502,710,230,Hard,Sablefish,Female,8,660,2.9,1
2001,55.186167,-131.900667,315502,710,230,Hard,Sablefish,Female,8,680,3.1,1
2001,55.186167,-131.900667,315502,710,230,Hard,Sablefish,Female,8,690,3.6,1
2001,55.186167,-131.900667,315502,710,230,Hard,Sablefish,Female,10,770,4.3,1
2001,55.186167,-131.900667,315502,710,230,Hard,Sablefish,Female,11,760,4.7,1
2001,55.186167,-131.900667,315502,710,230,Hard,Sablefish,Male,7,630,2.9,1
2001,55.186167,-131.900667,315502,710,230,Hard,Sablefish,Male,9,590,2,1
2001,55.186167,-131.900667,315502,710,230,Hard,Sablefish,Male,10,630,2.7,1
2001,55.186167,-131.900667,315502,710,230,Hard,Sablefish,Male,11,630,2.6,1
2001,55.186167,-131.900667,315502,710,230,Hard,Shortraker rockfish,Female,,660,4.6,1
2001,55.186167,-131.900667,315502,710,230,Hard,Shortraker rockfish,Male,,860,,1
2001,55.186167,-131.900667,315502,710,230,Hard,Shortraker rockfish,Male,,870,,1
2001,55.186167,-131.900667,315502,710,230,Hard,Thornyhead rockfish,Not observed,,340,,2
2001,55.186167,-131.900667,315502,710,230,Hard,Thornyhead rockfish,Not observed,,350,,1
2001,55.186167,-131.900667,315502,710,230,Hard,Thornyhead rockfish,Not observed,,380,,1
2001,55.186167,-131.900667,315502,710,230,Hard,Thornyhead rockfish,Not observed,,390,,2
2001,55.186167,-131.900667,315502,710,230,Hard,Thornyhead rockfish,Not observed,,400,,1
2001,55.186167,-131.900667,315502,710,230,Hard,Thornyhead rockfish,Not observed,,420,,1
2001,55.186167,-131.900667,315502,710,230,Hard,Thornyhead rockfish,Not observed,,430,,1
2001,55.186167,-131.900667,315502,710,230,Hard,Thornyhead rockfish,Not observed,,450,,1
2001,55.186167,-131.900667,315502,710,230,Hard,Thornyhead rockfish,Not observed,,460,,1
2001,55.186167,-131.900667,315502,710,230,Hard,Thornyhead rockfish,Not observed,,480,,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Redbanded rockfish,Female,,440,1.4,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Female,3,530,1.5,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Female,6,640,2.5,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Female,7,550,1.7,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Female,8,580,1.8,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Female,8,600,2.5,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Female,8,610,2.2,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Female,8,640,2.6,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Female,8,650,2.8,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Female,8,660,2.6,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Female,8,690,3.2,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Male,3,490,1.2,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Male,3,500,1.2,2
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Male,3,510,1.3,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Male,6,500,1.2,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Male,6,520,1.5,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Male,6,610,2.3,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Male,6,630,2.6,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Sablefish,Male,7,630,2.2,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Thornyhead rockfish,Not observed,,320,,2
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Thornyhead rockfish,Not observed,,340,,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Thornyhead rockfish,Not observed,,350,,2
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Thornyhead rockfish,Not observed,,360,,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Thornyhead rockfish,Not observed,,390,,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Thornyhead rockfish,Not observed,,400,,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Thornyhead rockfish,Not observed,,410,,1
2001,55.256667,-131.928167,315502,710,195,Mud/Hard,Thornyhead rockfish,Not observed,,420,,2
2001,55.308333,-131.978,315502,710,240,Soft,Sablefish,Female,3,540,1.7,1
2001,55.308333,-131.978,315502,710,240,Soft,Sablefish,Female,8,560,1.8,1
2001,55.308333,-131.978,315502,710,240,Soft,Sablefish,Female,20,670,2.6,1
2001,55.308333,-131.978,315502,710,240,Soft,Sablefish,Male,11,610,2.2,1
2001,55.308333,-131.978,315502,710,240,Soft,Thornyhead rockfish,Not observed,,330,,1
2001,55.308333,-131.978,315502,710,240,Soft,Thornyhead rockfish,Not observed,,360,,1
2001,55.308333,-131.978,315502,710,240,Soft,Thornyhead rockfish,Not observed,,370,,2
2001,55.308333,-131.978,315502,710,240,Soft,Thornyhead rockfish,Not observed,,390,,1
2001,55.308333,-131.978,315502,710,240,Soft,Thornyhead rockfish,Not observed,,400,,1
2001,55.308333,-131.978,315502,710,240,Soft,Thornyhead rockfish,Not observed,,420,,2
2001,55.308333,-131.978,315502,710,240,Soft,Thornyhead rockfish,Not observed,,490,,1
2001,55.317167,-131.928333,315502,710,231,Mud/Hard,Sablefish,Female,6,560,1.8,1
2001,55.317167,-131.928333,315502,710,231,Mud/Hard,Sablefish,Female,6,610,2.8,1
2001,55.317167,-131.928333,315502,710,231,Mud/Hard,Sablefish,Female,7,540,1.4,1
2001,55.317167,-131.928333,315502,710,231,Mud/Hard,Sablefish,Female,8,660,2.9,1
2001,55.317167,-131.928333,315502,710,231,Mud/Hard,Sablefish,Female,8,680,3.1,1
2001,55.317167,-131.928333,315502,710,231,Mud/Hard,Sablefish,Male,7,600,2.1,1
2001,55.317167,-131.928333,315502,710,231,Mud/Hard,Sablefish,Male,7,600,2.2,1
2001,55.317167,-131.928333,315502,710,231,Mud/Hard,Sablefish,Male,9,570,1.8,1
2001,55.317167,-131.928333,315502,710,231,Mud/Hard,Thornyhead rockfish,Not observed,,350,,1
2001,55.317167,-131.928333,315502,710,231,Mud/Hard,Thornyhead rockfish,Not observed,,400,,3
2001,55.317167,-131.928333,315502,710,231,Mud/Hard,Thornyhead rockfish,Not observed,,420,,1
2001,55.317167,-131.928333,315502,710,231,Mud/Hard,Thornyhead rockfish,Not observed,,430,,1
2001,55.372167,-131.982667,315502,710,218,Soft,Sablefish,Female,9,540,1.7,1
2001,55.372167,-131.982667,315502,710,218,Soft,Sablefish,Male,4,520,1.5,1
2001,55.372167,-131.982667,315502,710,218,Soft,Sablefish,Male,6,520,1.4,1
2001,55.372167,-131.982667,315502,710,218,Soft,Sablefish,Male,17,530,1.4,1
2001,55.372167,-131.982667,315502,710,218,Soft,Thornyhead rockfish,Not observed,,290,,1
2001,55.372167,-131.982667,315502,710,218,Soft,Thornyhead rockfish,Not observed,,320,,2
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Female,5,500,1.2,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Female,6,550,1.5,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Female,6,550,1.8,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Female,8,590,2,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Female,8,630,2.6,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Female,8,660,3,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Female,8,670,2.8,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Female,9,650,2.6,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Female,9,680,3.1,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Female,14,790,5.3,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Female,22,830,6.5,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Male,8,600,2.1,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Male,8,610,2.1,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Male,8,610,2.4,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Male,11,600,2.2,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Male,18,650,3,1
2001,55.424667,-131.954333,315502,710,250,Hard,Sablefish,Male,21,640,2.7,1
2001,55.424667,-131.954333,315502,710,250,Hard,Shortraker rockfish,Female,,610,3.5,1
2001,55.424667,-131.954333,315502,710,250,Hard,Shortraker rockfish,Male,,540,2.4,1
2001,55.424667,-131.954333,315502,710,250,Hard,Shortraker rockfish,Male,,630,3.7,1
2001,55.424667,-131.954333,315502,710,250,Hard,Thornyhead rockfish,Not observed,,250,,1
2001,55.424667,-131.954333,315502,710,250,Hard,Thornyhead rockfish,Not observed,,330,,1
2001,55.424667,-131.954333,315502,710,250,Hard,Thornyhead rockfish,Not observed,,340,,1
2001,55.424667,-131.954333,315502,710,250,Hard,Thornyhead rockfish,Not observed,,350,,1
2001,55.424667,-131.954333,315502,710,250,Hard,Thornyhead rockfish,Not observed,,370,,2
2001,55.424667,-131.954333,315502,710,250,Hard,Thornyhead rockfish,Not observed,,380,,2
2001,55.424667,-131.954333,315502,710,250,Hard,Thornyhead rockfish,Not observed,,390,,1
2001,55.424667,-131.954333,315502,710,250,Hard,Thornyhead rockfish,Not observed,,410,,2
2001,55.424667,-131.954333,315502,710,250,Hard,Thornyhead rockfish,Not observed,,420,,3
2001,55.424667,-131.954333,315502,710,250,Hard,Thornyhead rockfish,Not observed,,430,,1
2001,55.424667,-131.954333,315502,710,250,Hard,Thornyhead rockfish,Not observed,,450,,1
2001,55.433167,-131.987333,315502,710,250,Soft,Sablefish,Female,5,510,,1
2001,55.433167,-131.987333,315502,710,250,Soft,Sablefish,Female,7,590,,1
2001,55.433167,-131.987333,315502,710,250,Soft,Sablefish,Female,8,590,,1
2001,55.433167,-131.987333,315502,710,250,Soft,Sablefish,Female,11,650,,1
2001,55.433167,-131.987333,315502,710,250,Soft,Sablefish,Male,8,580,,1
2001,55.433167,-131.987333,315502,710,250,Soft,Sablefish,Male,8,600,,1
2001,55.433167,-131.987333,315502,710,250,Soft,Sablefish,Male,9,600,,1
2001,55.433167,-131.987333,315502,710,250,Soft,Sablefish,Male,22,620,,1
2001,55.433167,-131.987333,315502,710,250,Soft,Sablefish,Male,,570,,1
2001,55.433167,-131.987333,315502,710,250,Soft,Thornyhead rockfish,Not observed,,390,,1
2001,55.433167,-131.987333,315502,710,250,Soft,Thornyhead rockfish,Not observed,,420,,3
2001,55.433167,-131.987333,315502,710,250,Soft,Thornyhead rockfish,Not observed,,430,,1
2001,55.433167,-131.987333,315502,710,250,Soft,Thornyhead rockfish,Not observed,,440,,1
2001,55.433167,-131.987333,315502,710,250,Soft,Thornyhead rockfish,Not observed,,450,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Rougheye rockfish,Female,,410,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Rougheye rockfish,Indiscernible,,380,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Sablefish,Female,5,500,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Sablefish,Female,7,610,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Sablefish,Female,8,570,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Sablefish,Female,8,590,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Sablefish,Female,8,630,,2
2001,55.485167,-132.0215,315502,710,240,Soft,Sablefish,Female,8,660,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Sablefish,Female,8,710,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Sablefish,Female,14,770,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Sablefish,Female,,640,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Shortraker rockfish,Male,,620,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Thornyhead rockfish,Not observed,,310,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Thornyhead rockfish,Not observed,,320,,2
2001,55.485167,-132.0215,315502,710,240,Soft,Thornyhead rockfish,Not observed,,360,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Thornyhead rockfish,Not observed,,370,,3
2001,55.485167,-132.0215,315502,710,240,Soft,Thornyhead rockfish,Not observed,,380,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Thornyhead rockfish,Not observed,,390,,2
2001,55.485167,-132.0215,315502,710,240,Soft,Thornyhead rockfish,Not observed,,400,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Thornyhead rockfish,Not observed,,410,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Thornyhead rockfish,Not observed,,420,,2
2001,55.485167,-132.0215,315502,710,240,Soft,Thornyhead rockfish,Not observed,,430,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Thornyhead rockfish,Not observed,,450,,2
2001,55.485167,-132.0215,315502,710,240,Soft,Thornyhead rockfish,Not observed,,460,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Thornyhead rockfish,Not observed,,530,,1
2001,55.485167,-132.0215,315502,710,240,Soft,Thornyhead rockfish,Not observed,,560,,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Sablefish,Female,6,510,2.4,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Sablefish,Female,6,580,2.1,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Sablefish,Female,7,580,2,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Sablefish,Female,8,560,1.7,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Sablefish,Female,8,610,2.3,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Sablefish,Female,8,690,3.4,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Sablefish,Female,8,720,3.9,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Sablefish,Female,10,660,3.2,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Sablefish,Male,7,520,1.3,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Sablefish,Male,8,620,2.1,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Shortraker rockfish,Female,,590,3.4,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Shortraker rockfish,Female,,620,,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Shortraker rockfish,Male,,650,,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Shortraker rockfish,Male,,660,4.6,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Shortraker rockfish,Male,,710,4.9,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Thornyhead rockfish,Not observed,,300,,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Thornyhead rockfish,Not observed,,330,,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Thornyhead rockfish,Not observed,,340,,3
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Thornyhead rockfish,Not observed,,350,,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Thornyhead rockfish,Not observed,,380,,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Thornyhead rockfish,Not observed,,390,,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Thornyhead rockfish,Not observed,,400,,2
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Thornyhead rockfish,Not observed,,410,,2
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Thornyhead rockfish,Not observed,,420,,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Thornyhead rockfish,Not observed,,430,,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Thornyhead rockfish,Not observed,,440,,1
2001,55.528667,-132.144833,325531,710,271,Mud/Hard,Thornyhead rockfish,Not observed,,470,,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Redbanded rockfish,Male,,450,1.7,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Rougheye rockfish,Female,,420,1.3,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Rougheye rockfish,Not observed,,380,1,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Female,6,650,2.9,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Female,7,590,2,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Female,7,630,2.7,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Female,8,520,1.2,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Female,8,690,3.2,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Female,10,620,2.6,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Female,10,710,3.9,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Female,10,730,3.6,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Female,12,700,3.4,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Male,8,580,2.2,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Male,8,600,2,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Male,8,610,2.3,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Male,8,670,2.7,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Male,9,600,2.1,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Male,9,630,2.6,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Male,10,630,2.6,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Sablefish,Male,19,640,3,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Shortraker rockfish,Male,,710,5.5,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,,,330,,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,,,350,,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,,,370,,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,,,380,,2
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,,,390,,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,,,410,,2
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,,,420,,2
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,,,430,,2
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,,,450,,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,Not observed,,320,,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,Not observed,,330,,2
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,Not observed,,350,,2
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,Not observed,,360,,3
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,Not observed,,370,,2
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,Not observed,,380,,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,Not observed,,390,,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,Not observed,,400,,2
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,Not observed,,410,,1
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,Not observed,,420,,4
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,Not observed,,430,,2
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,Not observed,,450,,3
2001,55.535333,-132.12,325531,710,240,Mud/Hard,Thornyhead rockfish,Not observed,,470,,1
